trend_name,trend_url,trend_query,tweet_volume,searched_at_datetime,searched_in_country
#AFLLionsDogs,http://twitter.com/search?q=%23AFLLionsDogs,%23AFLLionsDogs,,2021-09-04 12:15:49.857527,Australia
#AFLFinals,http://twitter.com/search?q=%23AFLFinals,%23AFLFinals,,2021-09-04 12:15:49.857527,Australia
#NRLSouthsDragons,http://twitter.com/search?q=%23NRLSouthsDragons,%23NRLSouthsDragons,,2021-09-04 12:15:49.857527,Australia
Bailey Smith,http://twitter.com/search?q=%22Bailey+Smith%22,%22Bailey+Smith%22,,2021-09-04 12:15:49.857527,Australia
Corey Norman,http://twitter.com/search?q=%22Corey+Norman%22,%22Corey+Norman%22,,2021-09-04 12:15:49.857527,Australia
Bont,http://twitter.com/search?q=Bont,Bont,,2021-09-04 12:15:49.857527,Australia
Doggies,http://twitter.com/search?q=Doggies,Doggies,,2021-09-04 12:15:49.857527,Australia
Luke Darcy,http://twitter.com/search?q=%22Luke+Darcy%22,%22Luke+Darcy%22,,2021-09-04 12:15:49.857527,Australia
#NRLCowboysManly,http://twitter.com/search?q=%23NRLCowboysManly,%23NRLCowboysManly,,2021-09-04 12:15:49.857527,Australia
#redv,http://twitter.com/search?q=%23redv,%23redv,,2021-09-04 12:15:49.857527,Australia
Umpires,http://twitter.com/search?q=Umpires,Umpires,,2021-09-04 12:15:49.857527,Australia
Carrick,http://twitter.com/search?q=Carrick,Carrick,,2021-09-04 12:15:49.857527,Australia
Charlie Cameron,http://twitter.com/search?q=%22Charlie+Cameron%22,%22Charlie+Cameron%22,,2021-09-04 12:15:49.857527,Australia
Treloar,http://twitter.com/search?q=Treloar,Treloar,,2021-09-04 12:15:49.857527,Australia
Cody Weightman,http://twitter.com/search?q=%22Cody+Weightman%22,%22Cody+Weightman%22,,2021-09-04 12:15:49.857527,Australia
Gabba,http://twitter.com/search?q=Gabba,Gabba,,2021-09-04 12:15:49.857527,Australia
daniher,http://twitter.com/search?q=daniher,daniher,,2021-09-04 12:15:49.857527,Australia
Neil Young,http://twitter.com/search?q=%22Neil+Young%22,%22Neil+Young%22,,2021-09-04 12:15:49.857527,Australia
Caleb Daniel,http://twitter.com/search?q=%22Caleb+Daniel%22,%22Caleb+Daniel%22,,2021-09-04 12:15:49.857527,Australia
Harris Andrews,http://twitter.com/search?q=%22Harris+Andrews%22,%22Harris+Andrews%22,,2021-09-04 12:15:49.857527,Australia
Tommy Turbo,http://twitter.com/search?q=%22Tommy+Turbo%22,%22Tommy+Turbo%22,,2021-09-04 12:15:49.857527,Australia
Father's Day,http://twitter.com/search?q=%22Father%27s+Day%22,%22Father%27s+Day%22,,2021-09-04 12:15:49.857527,Australia
Brisbane,http://twitter.com/search?q=Brisbane,Brisbane,,2021-09-04 12:15:49.857527,Australia
Macrae,http://twitter.com/search?q=Macrae,Macrae,,2021-09-04 12:15:49.857527,Australia
Libba,http://twitter.com/search?q=Libba,Libba,,2021-09-04 12:15:49.857527,Australia
Tom Trbojevic,http://twitter.com/search?q=%22Tom+Trbojevic%22,%22Tom+Trbojevic%22,,2021-09-04 12:15:49.857527,Australia
Saab,http://twitter.com/search?q=Saab,Saab,23686.0,2021-09-04 12:15:49.857527,Australia
tina,http://twitter.com/search?q=tina,tina,33592.0,2021-09-04 12:15:49.857527,Australia
Selwood,http://twitter.com/search?q=Selwood,Selwood,,2021-09-04 12:15:49.857527,Australia
Broncos,http://twitter.com/search?q=Broncos,Broncos,,2021-09-04 12:15:49.857527,Australia
Karl,http://twitter.com/search?q=Karl,Karl,37482.0,2021-09-04 12:15:49.857527,Australia
Dylan,http://twitter.com/search?q=Dylan,Dylan,31819.0,2021-09-04 12:15:49.857527,Australia
Knights,http://twitter.com/search?q=Knights,Knights,22289.0,2021-09-04 12:15:49.857527,Australia
Zaaki,http://twitter.com/search?q=Zaaki,Zaaki,,2021-09-04 12:15:49.857527,Australia
#MightyWest,http://twitter.com/search?q=%23MightyWest,%23MightyWest,,2021-09-04 12:15:49.857527,Australia
#GoRabbitohs,http://twitter.com/search?q=%23GoRabbitohs,%23GoRabbitohs,,2021-09-04 12:15:49.857527,Australia
#Uncaged,http://twitter.com/search?q=%23Uncaged,%23Uncaged,,2021-09-04 12:15:49.857527,Australia
#YieldToNone,http://twitter.com/search?q=%23YieldToNone,%23YieldToNone,,2021-09-04 12:15:49.857527,Australia
#DutchGP,http://twitter.com/search?q=%23DutchGP,%23DutchGP,80688.0,2021-09-04 12:15:49.857527,Australia
#WCEpi2021,http://twitter.com/search?q=%23WCEpi2021,%23WCEpi2021,,2021-09-04 12:15:49.857527,Australia
#HappyBirthdayBeyonce,http://twitter.com/search?q=%23HappyBirthdayBeyonce,%23HappyBirthdayBeyonce,42347.0,2021-09-04 12:15:49.857527,Brazil
#AwayFromHome,http://twitter.com/search?q=%23AwayFromHome,%23AwayFromHome,25794.0,2021-09-04 12:15:49.857527,Brazil
#FutebolDe5,http://twitter.com/search?q=%23FutebolDe5,%23FutebolDe5,,2021-09-04 12:15:49.857527,Brazil
#LouisTomlinson,http://twitter.com/search?q=%23LouisTomlinson,%23LouisTomlinson,24543.0,2021-09-04 12:15:49.857527,Brazil
#HappyBirthdayMarkTuan,http://twitter.com/search?q=%23HappyBirthdayMarkTuan,%23HappyBirthdayMarkTuan,613569.0,2021-09-04 12:15:49.857527,Brazil
ARMY TMA DOMINATION,http://twitter.com/search?q=%22ARMY+TMA+DOMINATION%22,%22ARMY+TMA+DOMINATION%22,193517.0,2021-09-04 12:15:49.857527,Brazil
sehun,http://twitter.com/search?q=sehun,sehun,199991.0,2021-09-04 12:15:49.857527,Brazil
Nonato,http://twitter.com/search?q=Nonato,Nonato,,2021-09-04 12:15:49.857527,Brazil
É PENTA,http://twitter.com/search?q=%22%C3%89+PENTA%22,%22%C3%89+PENTA%22,,2021-09-04 12:15:49.857527,Brazil
Operação,http://twitter.com/search?q=Opera%C3%A7%C3%A3o,Opera%C3%A7%C3%A3o,,2021-09-04 12:15:49.857527,Brazil
É HOJE,http://twitter.com/search?q=%22%C3%89+HOJE%22,%22%C3%89+HOJE%22,210794.0,2021-09-04 12:15:49.857527,Brazil
Kubica,http://twitter.com/search?q=Kubica,Kubica,12494.0,2021-09-04 12:15:49.857527,Brazil
Zé Trovão,http://twitter.com/search?q=%22Z%C3%A9+Trov%C3%A3o%22,%22Z%C3%A9+Trov%C3%A3o%22,100614.0,2021-09-04 12:15:49.857527,Brazil
Sainz,http://twitter.com/search?q=Sainz,Sainz,,2021-09-04 12:15:49.857527,Brazil
Argentina,http://twitter.com/search?q=Argentina,Argentina,160702.0,2021-09-04 12:15:49.857527,Brazil
Queen B,http://twitter.com/search?q=%22Queen+B%22,%22Queen+B%22,10391.0,2021-09-04 12:15:49.857527,Brazil
Tóquio,http://twitter.com/search?q=T%C3%B3quio,T%C3%B3quio,51850.0,2021-09-04 12:15:49.857527,Brazil
Tokyo,http://twitter.com/search?q=Tokyo,Tokyo,393855.0,2021-09-04 12:15:49.857527,Brazil
HARRY CANTOR,http://twitter.com/search?q=%22HARRY+CANTOR%22,%22HARRY+CANTOR%22,,2021-09-04 12:15:49.857527,Brazil
Thiago Paulino,http://twitter.com/search?q=%22Thiago+Paulino%22,%22Thiago+Paulino%22,,2021-09-04 12:15:49.857527,Brazil
É OURO,http://twitter.com/search?q=%22%C3%89+OURO%22,%22%C3%89+OURO%22,26072.0,2021-09-04 12:15:49.857527,Brazil
Caruaru,http://twitter.com/search?q=Caruaru,Caruaru,,2021-09-04 12:15:49.857527,Brazil
Alexandre de Moraes,http://twitter.com/search?q=%22Alexandre+de+Moraes%22,%22Alexandre+de+Moraes%22,68755.0,2021-09-04 12:15:49.857527,Brazil
Xandão,http://twitter.com/search?q=Xand%C3%A3o,Xand%C3%A3o,12949.0,2021-09-04 12:15:49.857527,Brazil
GP da Holanda,http://twitter.com/search?q=%22GP+da+Holanda%22,%22GP+da+Holanda%22,,2021-09-04 12:15:49.857527,Brazil
Caio Ribeiro,http://twitter.com/search?q=%22Caio+Ribeiro%22,%22Caio+Ribeiro%22,,2021-09-04 12:15:49.857527,Brazil
Ubatuba,http://twitter.com/search?q=Ubatuba,Ubatuba,,2021-09-04 12:15:49.857527,Brazil
Evaristo,http://twitter.com/search?q=Evaristo,Evaristo,,2021-09-04 12:15:49.857527,Brazil
Ana Raio,http://twitter.com/search?q=%22Ana+Raio%22,%22Ana+Raio%22,,2021-09-04 12:15:49.857527,Brazil
Augusto Nunes,http://twitter.com/search?q=%22Augusto+Nunes%22,%22Augusto+Nunes%22,10601.0,2021-09-04 12:15:49.857527,Brazil
Ferrari,http://twitter.com/search?q=Ferrari,Ferrari,46939.0,2021-09-04 12:15:49.857527,Brazil
Força Caio,http://twitter.com/search?q=%22For%C3%A7a+Caio%22,%22For%C3%A7a+Caio%22,,2021-09-04 12:15:49.857527,Brazil
arraial,http://twitter.com/search?q=arraial,arraial,,2021-09-04 12:15:49.857527,Brazil
Viviane Araújo,http://twitter.com/search?q=%22Viviane+Ara%C3%BAjo%22,%22Viviane+Ara%C3%BAjo%22,,2021-09-04 12:15:49.857527,Brazil
Eunwoo,http://twitter.com/search?q=Eunwoo,Eunwoo,22046.0,2021-09-04 12:15:49.857527,Brazil
Felipe Melo,http://twitter.com/search?q=%22Felipe+Melo%22,%22Felipe+Melo%22,,2021-09-04 12:15:49.857527,Brazil
Ordem,http://twitter.com/search?q=Ordem,Ordem,27938.0,2021-09-04 12:15:49.857527,Brazil
Blogueiro,http://twitter.com/search?q=Blogueiro,Blogueiro,14713.0,2021-09-04 12:15:49.857527,Brazil
Gandia,http://twitter.com/search?q=Gandia,Gandia,19436.0,2021-09-04 12:15:49.857527,Brazil
Nairóbi,http://twitter.com/search?q=Nair%C3%B3bi,Nair%C3%B3bi,63146.0,2021-09-04 12:15:49.857527,Brazil
Denver,http://twitter.com/search?q=Denver,Denver,27780.0,2021-09-04 12:15:49.857527,Brazil
Jornalista,http://twitter.com/search?q=Jornalista,Jornalista,80489.0,2021-09-04 12:15:49.857527,Brazil
Polícia Federal,http://twitter.com/search?q=%22Pol%C3%ADcia+Federal%22,%22Pol%C3%ADcia+Federal%22,20249.0,2021-09-04 12:15:49.857527,Brazil
#TuanInAMillionDay,http://twitter.com/search?q=%23TuanInAMillionDay,%23TuanInAMillionDay,596861.0,2021-09-04 12:15:49.857527,Brazil
#LouisLive,http://twitter.com/search?q=%23LouisLive,%23LouisLive,,2021-09-04 12:15:49.857527,Brazil
#LTLiveStream,http://twitter.com/search?q=%23LTLiveStream,%23LTLiveStream,,2021-09-04 12:15:49.857527,Brazil
#bolsonarochifrudo,http://twitter.com/search?q=%23bolsonarochifrudo,%23bolsonarochifrudo,,2021-09-04 12:15:49.857527,Brazil
#F1noBandSports,http://twitter.com/search?q=%23F1noBandSports,%23F1noBandSports,,2021-09-04 12:15:49.857527,Brazil
#BeyDay,http://twitter.com/search?q=%23BeyDay,%23BeyDay,,2021-09-04 12:15:49.857527,Brazil
#SabadoDetremuraSDV,http://twitter.com/search?q=%23SabadoDetremuraSDV,%23SabadoDetremuraSDV,,2021-09-04 12:15:49.857527,Brazil
Drake,http://twitter.com/search?q=Drake,Drake,1571517.0,2021-09-04 12:15:49.857527,Canada
#ShangChi,http://twitter.com/search?q=%23ShangChi,%23ShangChi,105996.0,2021-09-04 12:15:49.857527,Canada
Texas,http://twitter.com/search?q=Texas,Texas,878702.0,2021-09-04 12:15:49.857527,Canada
#USOpen,http://twitter.com/search?q=%23USOpen,%23USOpen,56621.0,2021-09-04 12:15:49.857527,Canada
#CertifiedLoverBoy,http://twitter.com/search?q=%23CertifiedLoverBoy,%23CertifiedLoverBoy,70284.0,2021-09-04 12:15:49.857527,Canada
#AbLeg,http://twitter.com/search?q=%23AbLeg,%23AbLeg,26328.0,2021-09-04 12:15:49.857527,Canada
#ResignKenney,http://twitter.com/search?q=%23ResignKenney,%23ResignKenney,,2021-09-04 12:15:49.857527,Canada
Osaka,http://twitter.com/search?q=Osaka,Osaka,51117.0,2021-09-04 12:15:49.857527,Canada
Kawhi,http://twitter.com/search?q=Kawhi,Kawhi,74046.0,2021-09-04 12:15:49.857527,Canada
Labour Day,http://twitter.com/search?q=%22Labour+Day%22,%22Labour+Day%22,,2021-09-04 12:15:49.857527,Canada
Leylah,http://twitter.com/search?q=Leylah,Leylah,10616.0,2021-09-04 12:15:49.857527,Canada
ABBA,http://twitter.com/search?q=ABBA,ABBA,89298.0,2021-09-04 12:15:49.857527,Canada
Conrad Black,http://twitter.com/search?q=%22Conrad+Black%22,%22Conrad+Black%22,,2021-09-04 12:15:49.857527,Canada
Crosby,http://twitter.com/search?q=Crosby,Crosby,,2021-09-04 12:15:49.857527,Canada
Money Heist,http://twitter.com/search?q=%22Money+Heist%22,%22Money+Heist%22,118123.0,2021-09-04 12:15:49.857527,Canada
Semien,http://twitter.com/search?q=Semien,Semien,,2021-09-04 12:15:49.857527,Canada
Albertans,http://twitter.com/search?q=Albertans,Albertans,14073.0,2021-09-04 12:15:49.857527,Canada
Lourdes,http://twitter.com/search?q=Lourdes,Lourdes,,2021-09-04 12:15:49.857527,Canada
Fair Trade,http://twitter.com/search?q=%22Fair+Trade%22,%22Fair+Trade%22,87707.0,2021-09-04 12:15:49.857527,Canada
Bridle Path,http://twitter.com/search?q=%22Bridle+Path%22,%22Bridle+Path%22,15080.0,2021-09-04 12:15:49.857527,Canada
Drizzy,http://twitter.com/search?q=Drizzy,Drizzy,33160.0,2021-09-04 12:15:49.857527,Canada
Alcaraz,http://twitter.com/search?q=Alcaraz,Alcaraz,48614.0,2021-09-04 12:15:49.857527,Canada
Dune,http://twitter.com/search?q=Dune,Dune,87797.0,2021-09-04 12:15:49.857527,Canada
Manoah,http://twitter.com/search?q=Manoah,Manoah,,2021-09-04 12:15:49.857527,Canada
Rick Bell,http://twitter.com/search?q=%22Rick+Bell%22,%22Rick+Bell%22,,2021-09-04 12:15:49.857527,Canada
Blanchet,http://twitter.com/search?q=Blanchet,Blanchet,,2021-09-04 12:15:49.857527,Canada
Honduras,http://twitter.com/search?q=Honduras,Honduras,,2021-09-04 12:15:49.857527,Canada
Champagne Poetry,http://twitter.com/search?q=%22Champagne+Poetry%22,%22Champagne+Poetry%22,21035.0,2021-09-04 12:15:49.857527,Canada
McDavid,http://twitter.com/search?q=McDavid,McDavid,,2021-09-04 12:15:49.857527,Canada
Dvorak,http://twitter.com/search?q=Dvorak,Dvorak,,2021-09-04 12:15:49.857527,Canada
Quebec,http://twitter.com/search?q=Quebec,Quebec,19209.0,2021-09-04 12:15:49.857527,Canada
Joe Rogan,http://twitter.com/search?q=%22Joe+Rogan%22,%22Joe+Rogan%22,46969.0,2021-09-04 12:15:49.857527,Canada
MacKinnon,http://twitter.com/search?q=MacKinnon,MacKinnon,,2021-09-04 12:15:49.857527,Canada
Way 2,http://twitter.com/search?q=%22Way+2%22,%22Way+2%22,129030.0,2021-09-04 12:15:49.857527,Canada
N 2 Deep,http://twitter.com/search?q=%22N+2+Deep%22,%22N+2+Deep%22,11072.0,2021-09-04 12:15:49.857527,Canada
Donda and CLB,http://twitter.com/search?q=%22Donda+and+CLB%22,%22Donda+and+CLB%22,50272.0,2021-09-04 12:15:49.857527,Canada
nate pearson,http://twitter.com/search?q=%22nate+pearson%22,%22nate+pearson%22,,2021-09-04 12:15:49.857527,Canada
mulcair,http://twitter.com/search?q=mulcair,mulcair,,2021-09-04 12:15:49.857527,Canada
SPVM,http://twitter.com/search?q=SPVM,SPVM,,2021-09-04 12:15:49.857527,Canada
Rema,http://twitter.com/search?q=Rema,Rema,,2021-09-04 12:15:49.857527,Canada
AR-15,http://twitter.com/search?q=AR-15,AR-15,,2021-09-04 12:15:49.857527,Canada
Romano,http://twitter.com/search?q=Romano,Romano,,2021-09-04 12:15:49.857527,Canada
Marchand,http://twitter.com/search?q=Marchand,Marchand,,2021-09-04 12:15:49.857527,Canada
No Friends In The Industry,http://twitter.com/search?q=%22No+Friends+In+The+Industry%22,%22No+Friends+In+The+Industry%22,11207.0,2021-09-04 12:15:49.857527,Canada
Girls Want Girls,http://twitter.com/search?q=%22Girls+Want+Girls%22,%22Girls+Want+Girls%22,38232.0,2021-09-04 12:15:49.857527,Canada
Olympics,http://twitter.com/search?q=Olympics,Olympics,36132.0,2021-09-04 12:15:49.857527,Canada
Valera,http://twitter.com/search?q=Valera,Valera,,2021-09-04 12:15:49.857527,Canada
Arturo,http://twitter.com/search?q=Arturo,Arturo,59245.0,2021-09-04 12:15:49.857527,Canada
Gurriel,http://twitter.com/search?q=Gurriel,Gurriel,,2021-09-04 12:15:49.857527,Canada
Knife Talk,http://twitter.com/search?q=%22Knife+Talk%22,%22Knife+Talk%22,14839.0,2021-09-04 12:15:49.857527,Canada
#FreebetWinamax,http://twitter.com/search?q=%23FreebetWinamax,%23FreebetWinamax,,2021-09-04 12:15:49.857527,France
#manifestation4septembre,http://twitter.com/search?q=%23manifestation4septembre,%23manifestation4septembre,16314.0,2021-09-04 12:15:49.857527,France
Mbappé 92,http://twitter.com/search?q=%22Mbapp%C3%A9+92%22,%22Mbapp%C3%A9+92%22,,2021-09-04 12:15:49.857527,France
Ahmed Sylla,http://twitter.com/search?q=%22Ahmed+Sylla%22,%22Ahmed+Sylla%22,,2021-09-04 12:15:49.857527,France
#BOUBB,http://twitter.com/search?q=%23BOUBB,%23BOUBB,,2021-09-04 12:15:49.857527,France
#Manifs4septembre,http://twitter.com/search?q=%23Manifs4septembre,%23Manifs4septembre,40743.0,2021-09-04 12:15:49.857527,France
#FreebetPMU,http://twitter.com/search?q=%23FreebetPMU,%23FreebetPMU,,2021-09-04 12:15:49.857527,France
Ter Stegen,http://twitter.com/search?q=%22Ter+Stegen%22,%22Ter+Stegen%22,,2021-09-04 12:15:49.857527,France
SNCF,http://twitter.com/search?q=SNCF,SNCF,,2021-09-04 12:15:49.857527,France
CFDT,http://twitter.com/search?q=CFDT,CFDT,,2021-09-04 12:15:49.857527,France
Verstappen,http://twitter.com/search?q=Verstappen,Verstappen,12661.0,2021-09-04 12:15:49.857527,France
Kubica,http://twitter.com/search?q=Kubica,Kubica,12500.0,2021-09-04 12:15:49.857527,France
Van Dijk,http://twitter.com/search?q=%22Van+Dijk%22,%22Van+Dijk%22,,2021-09-04 12:15:49.857527,France
Rabiot,http://twitter.com/search?q=Rabiot,Rabiot,,2021-09-04 12:15:49.857527,France
Boichi,http://twitter.com/search?q=Boichi,Boichi,,2021-09-04 12:15:49.857527,France
Beyoncé,http://twitter.com/search?q=Beyonc%C3%A9,Beyonc%C3%A9,152896.0,2021-09-04 12:15:49.857527,France
Tipeee,http://twitter.com/search?q=Tipeee,Tipeee,,2021-09-04 12:15:49.857527,France
Véran,http://twitter.com/search?q=V%C3%A9ran,V%C3%A9ran,22651.0,2021-09-04 12:15:49.857527,France
Utip,http://twitter.com/search?q=Utip,Utip,,2021-09-04 12:15:49.857527,France
Patrick Cohen,http://twitter.com/search?q=%22Patrick+Cohen%22,%22Patrick+Cohen%22,,2021-09-04 12:15:49.857527,France
Pedri,http://twitter.com/search?q=Pedri,Pedri,,2021-09-04 12:15:49.857527,France
Forum,http://twitter.com/search?q=Forum,Forum,42216.0,2021-09-04 12:15:49.857527,France
Limoges,http://twitter.com/search?q=Limoges,Limoges,,2021-09-04 12:15:49.857527,France
Lakers,http://twitter.com/search?q=Lakers,Lakers,47311.0,2021-09-04 12:15:49.857527,France
Kimi,http://twitter.com/search?q=Kimi,Kimi,45055.0,2021-09-04 12:15:49.857527,France
Zendaya,http://twitter.com/search?q=Zendaya,Zendaya,128860.0,2021-09-04 12:15:49.857527,France
#UKRFRA,http://twitter.com/search?q=%23UKRFRA,%23UKRFRA,,2021-09-04 12:15:49.857527,France
#NonAuPassDeLaHonte,http://twitter.com/search?q=%23NonAuPassDeLaHonte,%23NonAuPassDeLaHonte,,2021-09-04 12:15:49.857527,France
#TempleHermesDay1,http://twitter.com/search?q=%23TempleHermesDay1,%23TempleHermesDay1,,2021-09-04 12:15:49.857527,France
#GenerationZemmour,http://twitter.com/search?q=%23GenerationZemmour,%23GenerationZemmour,,2021-09-04 12:15:49.857527,France
#Top14,http://twitter.com/search?q=%23Top14,%23Top14,,2021-09-04 12:15:49.857527,France
#DutchGP,http://twitter.com/search?q=%23DutchGP,%23DutchGP,80682.0,2021-09-04 12:15:49.857527,France
#MaevaGhenam,http://twitter.com/search?q=%23MaevaGhenam,%23MaevaGhenam,,2021-09-04 12:15:49.857527,France
#RentreAvecRakuten,http://twitter.com/search?q=%23RentreAvecRakuten,%23RentreAvecRakuten,,2021-09-04 12:15:49.857527,France
#IUCNcongress,http://twitter.com/search?q=%23IUCNcongress,%23IUCNcongress,,2021-09-04 12:15:49.857527,France
#presidentielles2022,http://twitter.com/search?q=%23presidentielles2022,%23presidentielles2022,,2021-09-04 12:15:49.857527,France
#CroiséeDesChemins,http://twitter.com/search?q=%23Crois%C3%A9eDesChemins,%23Crois%C3%A9eDesChemins,,2021-09-04 12:15:49.857527,France
#TuanInAMillionDay,http://twitter.com/search?q=%23TuanInAMillionDay,%23TuanInAMillionDay,596861.0,2021-09-04 12:15:49.857527,France
#FreebetNetBet,http://twitter.com/search?q=%23FreebetNetBet,%23FreebetNetBet,,2021-09-04 12:15:49.857527,France
#NousSavons,http://twitter.com/search?q=%23NousSavons,%23NousSavons,,2021-09-04 12:15:49.857527,France
#HappyBirthdayMarkTuan,http://twitter.com/search?q=%23HappyBirthdayMarkTuan,%23HappyBirthdayMarkTuan,613569.0,2021-09-04 12:15:49.857527,France
#associations,http://twitter.com/search?q=%23associations,%23associations,,2021-09-04 12:15:49.857527,France
#Passanitaire,http://twitter.com/search?q=%23Passanitaire,%23Passanitaire,,2021-09-04 12:15:49.857527,France
#Rugby,http://twitter.com/search?q=%23Rugby,%23Rugby,,2021-09-04 12:15:49.857527,France
#LCDP,http://twitter.com/search?q=%23LCDP,%23LCDP,38418.0,2021-09-04 12:15:49.857527,France
#septemberchallenge,http://twitter.com/search?q=%23septemberchallenge,%23septemberchallenge,,2021-09-04 12:15:49.857527,France
#PrimaireEcologiste,http://twitter.com/search?q=%23PrimaireEcologiste,%23PrimaireEcologiste,,2021-09-04 12:15:49.857527,France
#biodiversite,http://twitter.com/search?q=%23biodiversite,%23biodiversite,,2021-09-04 12:15:49.857527,France
#Zukunftsteam,http://twitter.com/search?q=%23Zukunftsteam,%23Zukunftsteam,19871.0,2021-09-04 12:15:49.857527,Germany
#Wirhabenkeinepandemie,http://twitter.com/search?q=%23Wirhabenkeinepandemie,%23Wirhabenkeinepandemie,,2021-09-04 12:15:49.857527,Germany
#unteilbar,http://twitter.com/search?q=%23unteilbar,%23unteilbar,,2021-09-04 12:15:49.857527,Germany
#WahlOMat,http://twitter.com/search?q=%23WahlOMat,%23WahlOMat,,2021-09-04 12:15:49.857527,Germany
Drake,http://twitter.com/search?q=Drake,Drake,1571517.0,2021-09-04 12:15:49.857527,Germany
#SchleFaZ,http://twitter.com/search?q=%23SchleFaZ,%23SchleFaZ,,2021-09-04 12:15:49.857527,Germany
Start ins Wochenende,http://twitter.com/search?q=%22Start+ins+Wochenende%22,%22Start+ins+Wochenende%22,,2021-09-04 12:15:49.857527,Germany
Schönen Samstag,http://twitter.com/search?q=%22Sch%C3%B6nen+Samstag%22,%22Sch%C3%B6nen+Samstag%22,,2021-09-04 12:15:49.857527,Germany
Psychopath,http://twitter.com/search?q=Psychopath,Psychopath,,2021-09-04 12:15:49.857527,Germany
Freiheitseinschränkungen,http://twitter.com/search?q=Freiheitseinschr%C3%A4nkungen,Freiheitseinschr%C3%A4nkungen,,2021-09-04 12:15:49.857527,Germany
haus des geldes,http://twitter.com/search?q=%22haus+des+geldes%22,%22haus+des+geldes%22,,2021-09-04 12:15:49.857527,Germany
Herr Polenz,http://twitter.com/search?q=%22Herr+Polenz%22,%22Herr+Polenz%22,,2021-09-04 12:15:49.857527,Germany
Frau Bär,http://twitter.com/search?q=%22Frau+B%C3%A4r%22,%22Frau+B%C3%A4r%22,,2021-09-04 12:15:49.857527,Germany
Experten,http://twitter.com/search?q=Experten,Experten,,2021-09-04 12:15:49.857527,Germany
SHAEF,http://twitter.com/search?q=SHAEF,SHAEF,,2021-09-04 12:15:49.857527,Germany
Pimi,http://twitter.com/search?q=Pimi,Pimi,,2021-09-04 12:15:49.857527,Germany
Texas,http://twitter.com/search?q=Texas,Texas,878702.0,2021-09-04 12:15:49.857527,Germany
Aus Kabul - Bundesregierung,http://twitter.com/search?q=%22Aus+Kabul+-+Bundesregierung%22,%22Aus+Kabul+-+Bundesregierung%22,,2021-09-04 12:15:49.857527,Germany
schönen freitag,http://twitter.com/search?q=%22sch%C3%B6nen+freitag%22,%22sch%C3%B6nen+freitag%22,,2021-09-04 12:15:49.857527,Germany
Bühne,http://twitter.com/search?q=B%C3%BChne,B%C3%BChne,,2021-09-04 12:15:49.857527,Germany
Ergebnis,http://twitter.com/search?q=Ergebnis,Ergebnis,,2021-09-04 12:15:49.857527,Germany
Kelly Family,http://twitter.com/search?q=%22Kelly+Family%22,%22Kelly+Family%22,,2021-09-04 12:15:49.857527,Germany
Brauner,http://twitter.com/search?q=Brauner,Brauner,,2021-09-04 12:15:49.857527,Germany
querdenker,http://twitter.com/search?q=querdenker,querdenker,,2021-09-04 12:15:49.857527,Germany
Flugtaxis,http://twitter.com/search?q=Flugtaxis,Flugtaxis,,2021-09-04 12:15:49.857527,Germany
Digitalisierung,http://twitter.com/search?q=Digitalisierung,Digitalisierung,,2021-09-04 12:15:49.857527,Germany
samstagmorgen,http://twitter.com/search?q=samstagmorgen,samstagmorgen,,2021-09-04 12:15:49.857527,Germany
Alcaraz,http://twitter.com/search?q=Alcaraz,Alcaraz,48629.0,2021-09-04 12:15:49.857527,Germany
Kehrblech,http://twitter.com/search?q=Kehrblech,Kehrblech,,2021-09-04 12:15:49.857527,Germany
freitag abend,http://twitter.com/search?q=%22freitag+abend%22,%22freitag+abend%22,,2021-09-04 12:15:49.857527,Germany
tempolimit,http://twitter.com/search?q=tempolimit,tempolimit,,2021-09-04 12:15:49.857527,Germany
Demo,http://twitter.com/search?q=Demo,Demo,38075.0,2021-09-04 12:15:49.857527,Germany
Politikerin,http://twitter.com/search?q=Politikerin,Politikerin,,2021-09-04 12:15:49.857527,Germany
militärpolizei,http://twitter.com/search?q=milit%C3%A4rpolizei,milit%C3%A4rpolizei,,2021-09-04 12:15:49.857527,Germany
Volle Solidarität,http://twitter.com/search?q=%22Volle+Solidarit%C3%A4t%22,%22Volle+Solidarit%C3%A4t%22,,2021-09-04 12:15:49.857527,Germany
Herr Spahn,http://twitter.com/search?q=%22Herr+Spahn%22,%22Herr+Spahn%22,,2021-09-04 12:15:49.857527,Germany
Merz,http://twitter.com/search?q=Merz,Merz,,2021-09-04 12:15:49.857527,Germany
Tsitsipas,http://twitter.com/search?q=Tsitsipas,Tsitsipas,33219.0,2021-09-04 12:15:49.857527,Germany
Minderheit,http://twitter.com/search?q=Minderheit,Minderheit,,2021-09-04 12:15:49.857527,Germany
Amelia,http://twitter.com/search?q=Amelia,Amelia,21391.0,2021-09-04 12:15:49.857527,Germany
Sarah Connor,http://twitter.com/search?q=%22Sarah+Connor%22,%22Sarah+Connor%22,,2021-09-04 12:15:49.857527,Germany
Neumann,http://twitter.com/search?q=Neumann,Neumann,,2021-09-04 12:15:49.857527,Germany
Personenschützer,http://twitter.com/search?q=Personensch%C3%BCtzer,Personensch%C3%BCtzer,,2021-09-04 12:15:49.857527,Germany
STRunz,http://twitter.com/search?q=STRunz,STRunz,,2021-09-04 12:15:49.857527,Germany
